Designator,Footprint,Quantity,Value,LCSC Part #
C1,Hidden,1,0.1uF,
C2,Hidden,1,2.2uF,
C3,Hidden,1,10uF,
C4,C_0603,1,10nF,
D1,Hidden,1,Schottky,
D2,D_1206,1,D,
D3,LED-RGB-1.6x1.6,1,RGB,
J1,USC16-TR-Round,1,USB-C,
J3,Molex_MiniSPOX_H2RA,1,DC,
J4,Molex_MiniSPOX_H3RA,1,Conn_01x02,
L1,Hidden,1,6.8uH,
M1,PinHeader_1x13_P2.54mm_Vertical,1,EPaper,
R1,R_0603,1,100k 1% or 0R,
R10,R_0603,1,680R,
R11,R_0603,1,2K,
R12,R_0603,1,220R,
R2,R_0603,1,30k 1% or NF,
"R3, R4",R_0603,2,5K1,
"R5, R6",R_0603,2,27R,
R7,R_0603,1,4k7,
"R8, R9",R_0603,2,10k,
U1,RegulatorBlockFB,1,LMR16006+FB,
U2,QFN-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm,1,FT231XQ,
U3,ESP32-PICO-MINI-02,1,ESP32-PICO-MINI-02,
